uname2,upost,uopin
Core,28-Feb-26,"I'm pretty sure I posted this already, but I'm not sure if it got deleted or I posted it on some article instead of here. Not sure why it would be deleted so Ill try my luck again: 
 
Just got back from trying the S26U myself. Some random thoughts below: 
 
-Purple is my favourite color, so that'd be my obvious choice. I do hope they wouldve been just a smidge bolder with the color. It's a bit like a color shift-like color and its interesting how from an angle and certain light its definitely purple. Then you turn the phone around and it's just dead ass grey lol. But still, cobalt violet for me! 
 
-S pen is basically the same as S25U. So it's good and does the thing it's made for with no complaints. I ofc wouldve preferred the bluetooth of S24U, but I've already accepted it's not coming back. It just made the stylus actually stand out with extra capabilities. The S26U pen is physically a little smaller than S25U pen, but thats just a neutral remark, dont think it made any difference for it's usability of comfortability, but your mileage may vary. It will lock properly both ways, but the rounded end of the pen will obviously stick out funnily if you insert it wrong way around. Button facing up is the correct orientation, should anyone care. 
 
-Privacy display. I've spoken about this in comments before based on what I saw/heard and was impressed. Now I'm definitely impressed! Not everyone needs this, I definitely welcome it since I'm under a rather strict NDA at work, but I also do tend to get a lot of messages and pictures I really dont want fe. coworkers to actually see. I will definitely 100% enable this for the push notifications. Then likely banking apps/financial stuff. I'll have to try out and see about gallery and messaging apps. The basic privacy display mode didnt feel like a massive dip in image quality, but if you use the max privacy mode it definitely sucks the life out of the things that are visual. So I definitely dont want to use gallery with max privacy mode. Or any social media with pictures. So will likely stick to the non-max mode for a good compromise. My gallery always tends to have stuff I really dont want to show others (like the main view with the most recent pics), maybe one day you could further customize it so that it will only enable privacy mode in the main view, but not when opening single pictures (for when I want to show something specific to someone but not all the recent pictures in the gallery). I stand my ground on the opinion that this is likely the single biggest (or at least top 3) innovation in smart phones the last 5 years easily. Not everyone needs it, but holy shit this is impressive, even if of course something like this has downsides when the feature is maxed out 
 
-A little lighter and a little thinner than the S25U. Can't really say I noticed, but numbers are there. The S26U might be a little more unstable on the table though camera facing the table due to new island. Not a fan of this, but it's a problem with every single samsung and other phone that doesnt have a centered camera. 
 
-Impressive AI stuff, although I couldnt test it all. Im pretty sure my market wont get all of the features anyways cos this is a small place and language, but I took a picture at the store where I was demoing and then asked AI to add a family of hedgehogs to the picture. The result was so good it couldve easily been real. And it didnt take long to generate it. Problem with most of these generative AI things to me has always been how it seems they try to recreate the image with what was asked. Usually it always changes things you didnt ask it to do, but this really just touches the things you ask it to do. Regular object removal/moving etc also worked really great. 
 
-Horizontal lock. Another really stellar feature. Samsung isnt the first to do this on a smartphone (Motorola Edge+ at least), but also really impressive! I could definitely see myself shooting most video with this enabled (unless it's needed for whatever reason to not keep it horizontal) 
 
-A tech store is an awful place to try out the cameras in general, so just look at some camera reviews online and get a better idea :D That said, I feel it continues the good stuff fe. S24U and S25U had. I've always been extremely satisfied with the results Ive gotten out of Samsung Ultras, so i have no complaints here. I feel most things have been improved, even if only slightly.  
 
Might be an unpopular opinion, but I dont expect Samsung or Apple or any other brand to be able to make such huge leaps when releasing the new model every year so that everyone would be due to an upgrade. Of course if you like the most recent tech, upgrading from S25U can make sense, but unless you really want the privacy display, I think it makes perfect sense to skip a generation. If I still had my S24U I might even hold on to that too, but if I had the S23U I would probably upgrade now. Right now I dont have the S24U or S25U, so I will be switching from the Honor Magic V3 to this. It is/was a great foldable, but I rather take the S-pen than the folding screen right now."
,27-Feb-26,"As long as I can go all day, like with my S25 Ultra, then it works well for me. I only charge my phone overnight. And I only slow charge, wirelessly. Ever since my Galaxy S6, I have only wirelessly charged my Galaxy S phones."
Anonymous,27-Feb-26,"As long as blind fanboys who never experienced the awesomeness of other phones, buying these phones year after year, Samsung will keep on dumping these terrible devices."
,27-Feb-26,"Why is titanium better in ways that matter? My phone has an aluminum frame, and never once have I thought ""This is a great phone, but it'd be even better if the frame was a different material."""
Anonymous,26-Feb-26,"Cycles are calculated differently by eu law this year. 
 
The screen is 10bit..."
,26-Feb-26,"Honor Magic 8 Pro Air is 6.1mm and have 5500mAh Si/C and charging speed 80W, so no excuses."
jerryfan,26-Feb-26,"can't wait for jerry to rip this thing apart! 
 
to all those whining about aluminum build: cry. aluminum handles heat better than titanium."
Anonymous,26-Feb-26,Wow still using 5000 mAh? Samsung really lives in a cave
Absroot,26-Feb-26,"Aluminum,😬"
nouman.bashir,26-Feb-26,again no radio and ir blaster.. us samsung fans in pakistan are left unhappy with this shameful decision..
AlienKiss,26-Feb-26,I would happily trade the non-bluetooth S-Pen from my S25U for the SD card slot or 3.5mm jack! The S-Pen is just a waste of space. I recommend getting the Plus version.
,26-Feb-26,"Even worse, this is mostly unchanged from the Note 10 series minimum, which itself is a 6-year-old phone, and even further when Samsung's earliest Wingtech-made phones (Galaxy S8 series) is considered."
,26-Feb-26,"Just like Apple, same spec with minor SoC bump up rest all are almost identtical for many generations. Too boring with their Ultra line ups now a days"
,26-Feb-26,"Soooo...still no sil/c lion battery? Still 5.000 mah? And over 1.300-1.400$/€?? Good lord! And people will pay every year mostly for the same phone?? :)) lol! Wake up, people! And no, i am not a hater, nooooo! But really Xiomi, Realme, even Oppo or Motorola brings always something new and innovate but Samsung S26 ultra with the same 5.000 mah Li-lion battery? So again just 4-5 hours of screen on time no matter what! PASSSS!!!!"
Costy,26-Feb-26,With the money paying for this can buy Something else same specs but better and larger battery Samsung fond down compared with China market
,26-Feb-26,The privacy screen is something new
,25-Feb-26,"I have said this many times every where but Samsung fans are dumb and stupid.i was the Samsung user since when there was no android but unfortunately Samsung has always led there user's down .my last Samsung was note 20 ultra snapdragon version with FM radio and memory card option and flat but curved display...once you buy a Samsung flagship phone or any other Samsung model after few months you will receive a security or just a normal software update but after the update you will clearly see your phone is downgraded interns of battery, performance,camera and other key areas.and last thing Samsung always copy apple interns of what features.they are offering. Apple is not doing any update in cameras and other major parts so as Samsung ...last year they slightly change 17 pro design from the back little bit so Samsung changed the s26 Ulta's  design from the back little bit got it.so the day apple will bring major update to their Smartphones so Samsung will also bring mind it ..."
Anonymous,25-Feb-26,"The S10+ was Samsung's last legend. Features found in the S10+ but not in the S26 Ultra: 
Variable aperture camera 
3.5 mm headphone jack 
FM Radio 
Micro SD slot 
Selfie camera with depth sensor 
Health sensors (heart rate, SpO2) 
ANT+"
Tttt,25-Feb-26,"True… i was just outlining the importance of software duration which many Chinese brands do not have, whereas Apple/Google/Samsung do."
abdullah,25-Feb-26,5000 mah     =  2013
,25-Feb-26,Samsung! Please we want more than 5000 mAh!
