"uname2","upost","uopin"
"","01 Jun 2026","All Sony CMOS camera sensors (even those in Chinese phones) are manufactured in Kumamoto, Japan. NAND flash memory, if they're Kioxia (and they probably are), is also manufactured in Japan. The 1V screen was supposedly made by JapanDisplay, but I don't know who makes it now. Almost all OLED screens are manufactured on Japanese Canon Tokki machines (all Samsung screens), Sunic System machines (Korea) or Kateeva (USA). Sony and Panasonic hold over 4,000 patents related to OLED technology. And how many patents does Xiaomi have? Zero?"
"Anonymous","01 Jun 2026","Name me one flagship that still give you options instead of yanking it away from you, microSD still alive and going strong, even some Chinese brands are reconsidering adding microSD card back because of on going chip shortage lmao. Also, I remember back then you guys mocking fun of Apple and now following their footstep with no shame at all"
"PabloDog","01 Jun 2026","I have an Alfa 7SM3. Top-of-the-line model for filming. King of low light. 
Additionally, I sell professional equipment and have tested a lot of professional cameras."
"Anonymous","01 Jun 2026","Well if you are a professional then you would instead get a Pro DLSR Camera! Even 5 year or more old in Good Condition Pro DLSR Cameras can beat any latest flagship phone to date! 😅"
"PabloDog","01 Jun 2026","Besides, I don't care at all about your Xiaomi being manufactured by a member of the Chinese Communist Republic. :D 
Xperia has 4 years of system updates (I don't plan on updating it anyway) and 6 years of security. These updates only break phones, but to know that, you have to be over 9 years old and have an IQ higher than 40. :D"
"PabloDog","01 Jun 2026","I bought a Kioxia microSD card for my Xperia 1VIII and it has a write speed of 86MB/s, so transferring a 1GB file will take 11 seconds. That's OK for me.  
4K 120fps HDR and 12MP are enough for me. Sensors with a large number of pixels have a large rolling shutter, which means they distort the image when the sensor and/or the subject moves. The Xperia has one of the lowest rolling shutter (speeds), so you get 30 photos per second. You have no idea about filming. I do it professionally."
"Anonymous","01 Jun 2026","Also atleast Xiaomi now competing with Samsung in terms of software support 6 years major update & more on security while overpriced Sony only 4 years. What a joke!"
"Anonymous","01 Jun 2026","Good luck transferring huge files with that outdated & slow sdcard transfer speed while paying premium for it! 🤣 
 
Yeah! I saved about 200~300 bucks for my 1TB/16GB Xiaomi 17 compared to overpriced 1.5k base price with 256GB/16GB from Sony with very good camera setup, compact with QHD Amoled screen phone while Sony stuck @ 1080P, can also record upto 8K while Sony stuck @ 4k with 91+% screen to body ration no bezels. 
 
No ads so far aswell since I disabled them & kinda lame overused excuse just to hate."
"AntiPlannedObsolesce","31 May 2026","70€ for a 512GB card? What a joke. Those were like 20€ few months back. 
Still SD cards are hella outdated"
"Anonymous","31 May 2026","Puts less stress on the battery per charging cycle, will last longer as a result."
"","31 May 2026","Don't get me wrong. I really like the specs of the 1VIII, even the camera. It's 100% fine for me because I know that in my hands it will show more than all of you here combined. You can even call this funny Marcus Brownee and you still have no chance.  
Someone wisely said to me once: A film or photo is first created in your head, not on the camera's sensor."
"","31 May 2026","SD card slot supports 4K60p. Only 4K120fps is not supported. Big plus is price. 512GB card cost about 70 USD/Euro. 
What flagship phone with 1TB is cheaper at premiere? Chinese phones has tons of bloatware and adds in photo gallery (LOL). I bought 1VIII for shutter button, amazing 4K120fps with wide BT2020, Sd card, clean Android (with ASOP custom support), USB video, no holes, Zeiss Tessar coating (I own Zeiss lens for full frame and it is amazing coating for HDR). Sd card/SIM eject without tools and amazing camera setup with big sensors, 30frames/s, macro with AF etc)."
"Anonymous","31 May 2026","You stil don't get the point! You're paying premium but still using an old slow sdcard slot instead of using the latest SD Express Card which is 3-4x faster upto or more than 4GB r/w. 
 
Otherwise you can buy other flagship phone that may not have sdcard slot but is still cheaper when you get a 1TB variation of that instead."
"","31 May 2026","Xperia 1V is first in the world device that record 4K 120fps BT2020 (on all lenses). SD card can handle 4K60p, and it is storage for photos, 4K60p and for someone who transfer videos from alpha camera (full frame camera) via CreatorApp (Wifi) to microSD in phone. You can always copy video 4K120fps from main memory to microSD. MicroSD card is nice too for someone who make video for YT and want see how it will looks on phone screen (some ultrabooks have microSD card slot) and for someone who use drons (like DJI) - drons have microSD cards (V60)."
"Anonymous","31 May 2026","Like I said for that price they should make it worth it! Like Sony have their own DAC since they created Walkmans so why not use it on their flagship phone?! Generic DAC is not enough &  it lacks power & requires external AMP for more oomf on external speakers. 
 
This also includes not upgrading to SD Express Cards which shouldv'e been usefull if recording high fps 4k vids even 8k which this phone looks like can't do or disabled? Also Faster file transfer rate using Type-c port or Wireless transfer direct from SD Express Cards. 
 
Other flagship phones can do upto 8k videos though."
"Anonymous","31 May 2026","Still using very old slow sdcard instead of the new fast SD Express card & still no dedicated DAC while price keeps hiking."
"Techguy","31 May 2026","30 watt 🤣🤣🤣🤣🤣"
"Buddha","30 May 2026","This 5000mAh is better than 6600mAh in Vivo X300 Ultra."
"Anonymous","30 May 2026","5000 mah € 1500, lol who buy this ****"
"Jack2","30 May 2026","Sony Xperia VII's prrice is also 1400$, s*** up all of you about Sony"
"","29 May 2026","Ask AI-Slops why RAM and flash NAND cost like gold."
"Anonymous","29 May 2026","Yeah, you're right people are talking about this phone is tr** but its hardware,software,price etc. are all the way here from geneations, no more defects."
"lol","29 May 2026","If you really follow xperiablog you will know Sony Ericsson team was forced to go to Japan in late 2011, most of them refused to go.  
 
So since 2012, most of Dev is japanese and we all know japanese software are not good as Korea or china. Reason why xperiablog stop because Sony Xperia team only got 2.5 people left who works for Xperia.  
 
That's why Sony no longer have their own app all except camera alpha software"
